[2024-06-14T22:00:13.902Z] debug: 	Saved 2 profiles, took: 10.18ms
[2024-06-15T13:26:03.186Z] info: 	[Requête Client] /client/trading/api/getTraderAssort/579dc571d53a0658a154fbec
[2024-06-15T13:26:04.177Z] info: 	[Requête Client] /client/trading/api/getTraderAssort/58330581ace78e27b8b10cee
[2024-06-15T13:26:07.275Z] info: 	[Requête Client] /player/health/sync
[2024-06-15T13:26:10.867Z] info: 	[Requête Client] /client/repeatalbeQuests/activityPeriods
[2024-06-15T13:26:10.867Z] debug: 	[Quest Check] Daily quests are still valid.
[2024-06-15T13:26:11.763Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-15T13:26:11.764Z] info: 	[Requête Client] /launcher/server/version
[2024-06-15T13:26:12.023Z] info: 	[Requête Client] /client/game/profile/items/moving
[2024-06-15T13:26:12.023Z] debug: 	event: Examine
[2024-06-15T13:26:12.023Z] debug: 	event: Examine
[2024-06-15T13:26:12.023Z] debug: 	event: Examine
[2024-06-15T13:26:12.023Z] debug: 	event: TradingConfirm
[2024-06-15T13:26:12.025Z] debug: 	Added 5 item: 5e831507ea0a7c419c2f9bd9 with: 0 mods to inventory
[2024-06-15T13:26:12.026Z] debug: 	Item(s) taken. Status OK.
[2024-06-15T13:26:12.081Z] info: 	[Requête Client] /client/trading/api/getTraderAssort/54cb57776803fa99248b456e
[2024-06-15T13:26:12.806Z] debug: 	Saved 2 profiles, took: 10.66ms
[2024-06-15T13:26:17.450Z] info: 	[Requête Client] /player/health/sync
[2024-06-15T13:26:23.499Z] info: 	[Requête Client] /client/game/profile/items/moving
[2024-06-15T13:26:23.500Z] debug: 	event: Move
[2024-06-15T13:26:23.500Z] debug: 	Move item: 74132e97f1acc7062052797f from slotid: hideout to container: 8
[2024-06-15T13:26:23.500Z] debug: 	event: Move
[2024-06-15T13:26:23.500Z] debug: 	Move item: ed63534d7e1370bdcf36b26a from slotid: hideout to container: 8
[2024-06-15T13:26:27.501Z] info: 	[Requête Client] /player/health/sync
[2024-06-15T13:26:31.767Z] info: 	[Requête Client] /singleplayer/settings/raid/menu
[2024-06-15T13:26:32.830Z] debug: 	Saved 2 profiles, took: 12.64ms
[2024-06-15T13:26:33.260Z] info: 	[Requête Client] /client/insurance/items/list/cost
[2024-06-15T13:26:34.495Z] info: 	[Requête Client] /fika/location/raids
[2024-06-15T13:26:37.516Z] info: 	[Requête Client] /player/health/sync
[2024-06-15T13:26:37.870Z] info: 	[Requête Client] /fika/raid/create
[2024-06-15T13:26:37.870Z] debug: 	Generating data for: Sandbox, variant: 0
[2024-06-15T13:26:37.885Z] debug: 	createItem() No preset found for weapon: 6217726288ed9f0845317459
[2024-06-15T13:26:37.908Z] debug: 	Added 224 guaranteed containers
[2024-06-15T13:26:37.917Z] debug: 	Group: sandbox_container_supplyBox_lootable_food_N8_2 has no containers with < 100% spawn chance to choose from, skipping
[2024-06-15T13:26:37.917Z] debug: 	Group: sandbox_container_supplyBox_lootable_medicine_N39_2 has no containers with < 100% spawn chance to choose from, skipping
[2024-06-15T13:26:37.917Z] debug: 	Group: sandbox_container_supplyBox_lootable_tools_N32_3 has no containers with < 100% spawn chance to choose from, skipping
[2024-06-15T13:26:37.917Z] debug: 	Group: sandbox_container_supplyBox_lootable_tools_N33_3 has no containers with < 100% spawn chance to choose from, skipping
[2024-06-15T13:26:37.918Z] debug: 	Group: sandbox_container_supplyBox_lootable_tools_N40_2 has no containers with < 100% spawn chance to choose from, skipping
[2024-06-15T13:26:37.919Z] debug: 	Group:  has no containers with < 100% spawn chance to choose from, skipping
[2024-06-15T13:26:37.919Z] succ: 	A total of 1064 static items spawned
[2024-06-15T13:26:37.919Z] succ: 	317 conteneurs statiques générés
[2024-06-15T13:26:38.073Z] succ: 	276 items dynamiques placés
[2024-06-15T13:26:38.073Z] succ: 	Zone générée : sandbox
[2024-06-15T13:26:38.155Z] info: 	[Requête Client] /client/match/group/exit_from_menu
[2024-06-15T13:26:39.180Z] debug: 	[WS] Pinging joueur: 666c649000017156028c2690
[2024-06-15T13:26:52.867Z] debug: 	Saved 2 profiles, took: 8.92ms
[2024-06-15T13:27:06.123Z] info: 	[Requête Client] /singleplayer/settings/getRaidTime
[2024-06-15T13:27:06.163Z] info: 	[Requête Client] /client/raid/configuration
[2024-06-15T13:27:06.240Z] info: 	SWAG: PMC conversion is OFF (this is good - be sure this loads AFTER Realism/SVM)
[2024-06-15T13:27:06.240Z] info: 	SWAG: day Raid Max Bot Caps set
[2024-06-15T13:27:06.286Z] info: 	[Requête Client] /client/location/getLocalloot
[2024-06-15T13:27:06.777Z] info: 	[Requête Client] /fika/update/spawnpoint
[2024-06-15T13:27:06.945Z] info: 	[Requête Client] /fika/update/sethost
[2024-06-15T13:27:07.000Z] info: 	[Requête Client] /fika/update/playerspawn
[2024-06-15T13:27:07.014Z] info: 	[Requête Client] /fika/update/setstatus
[2024-06-15T13:27:11.773Z] info: 	[Requête Client] /launcher/profile/info
[2024-06-15T13:27:11.774Z] info: 	[Requête Client] /launcher/server/version
[2024-06-15T13:27:13.002Z] debug: 	Saved 2 profiles, took: 125.07ms
[2024-06-15T13:27:18.006Z] info: 	[Requête Client] /singleplayer/settings/bot/maxCap
[2024-06-15T13:27:18.283Z] info: 	[Requête Client] /fika/update/setstatus
[2024-06-15T13:27:18.428Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:18.480Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.480Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:18.509Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.509Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:18.509Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:18.536Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:18.579Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:18.603Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.604Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.604Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:18.653Z] debug: 	No default: mod_muzzle mod found on template: weapon_hk_mp5_navy3_9x19 and multiple items found in existing pool
[2024-06-15T13:27:18.695Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.738Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:18.738Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:18.799Z] debug: 	Generated 15 sptBear () easy bots
[2024-06-15T13:27:18.802Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/assault
[2024-06-15T13:27:18.802Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:18.803Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:18.830Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.830Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.831Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_ak74n_545x39 and multiple items found in existing pool
[2024-06-15T13:27:18.831Z] debug: 	No default: mod_handguard mod found on template: weapon_izhmash_ak74n_545x39 and multiple items found in existing pool
[2024-06-15T13:27:18.872Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:18.873Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:18.873Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmash_mosin_infantry_762x54 and multiple items found in existing pool
[2024-06-15T13:27:18.896Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.896Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:18.896Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:18.978Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.978Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:18.999Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.999Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:18.999Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.041Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.042Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.042Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_ak102_556x45 and multiple items found in existing pool
[2024-06-15T13:27:19.064Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:19.064Z] debug: 	Plate slot: Right_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.087Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:19.087Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.109Z] debug: 	No default: mod_reciever mod found on template: weapon_molot_akm_vpo_209_366_TKM and multiple items found in existing pool
[2024-06-15T13:27:19.109Z] debug: 	No default: mod_handguard mod found on template: weapon_molot_akm_vpo_209_366_TKM and multiple items found in existing pool
[2024-06-15T13:27:19.181Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.181Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.204Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.242Z] debug: 	Generated 15 sptBear () normal bots
[2024-06-15T13:27:19.242Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:19.243Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:19.244Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:19.250Z] debug: 	No default: mod_muzzle mod found on template: weapon_molot_op_sks_762x39 and multiple items found in existing pool
[2024-06-15T13:27:19.271Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmash_mosin_infantry_762x54 and multiple items found in existing pool
[2024-06-15T13:27:19.291Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:19.291Z] debug: 	Plate slot: Left_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.425Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.425Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 6. Using mod items default plate
[2024-06-15T13:27:19.425Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:19.490Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.491Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:19.511Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:19.531Z] debug: 	No default: mod_muzzle mod found on template: weapon_molot_op_sks_762x39 and multiple items found in existing pool
[2024-06-15T13:27:19.589Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.589Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.637Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.638Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_aks74n_545x39 and multiple items found in existing pool
[2024-06-15T13:27:19.680Z] debug: 	Generated 15 sptBear () hard bots
[2024-06-15T13:27:19.681Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:19.682Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:19.683Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:19.684Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:19.730Z] debug: 	No default: mod_stock mod found on template: weapon_adar_2-15_556x45 and multiple items found in existing pool
[2024-06-15T13:27:19.805Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.827Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:19.827Z] debug: 	Plate slot: Left_side_plate selection for armor: 5c0e5edb86f77461f55ed1f7 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.827Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:19.827Z] debug: 	Plate slot: Right_side_plate selection for armor: 5c0e5edb86f77461f55ed1f7 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.849Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.849Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.850Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmash_mosin_infantry_762x54 and multiple items found in existing pool
[2024-06-15T13:27:19.870Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:19.870Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.892Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:19.892Z] debug: 	Plate slot: Left_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:19.892Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:19.892Z] debug: 	Plate slot: Right_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.063Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.085Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.085Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.127Z] debug: 	Generated 15 sptUsec () easy bots
[2024-06-15T13:27:20.128Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.129Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.130Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.130Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.131Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.131Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.135Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_ak74m_545x39 and multiple items found in existing pool
[2024-06-15T13:27:20.156Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.178Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.178Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:20.178Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.179Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_ak102_556x45 and multiple items found in existing pool
[2024-06-15T13:27:20.199Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.199Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:20.199Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.240Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.240Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.259Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.259Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.307Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_iotv_2 5b44d0de86f774503d30cba8, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:20.307Z] debug: 	Plate slot: Left_side_plate selection for armor: 5b44d0de86f774503d30cba8 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.307Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_iotv_2 5b44d0de86f774503d30cba8, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:20.307Z] debug: 	Plate slot: Right_side_plate selection for armor: 5b44d0de86f774503d30cba8 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.309Z] debug: 	No default: mod_pistolgrip_000 mod found on template: weapon_izhmash_ak104_762x39 and multiple items found in existing pool
[2024-06-15T13:27:20.354Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.375Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.396Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:20.396Z] debug: 	Plate slot: Right_side_plate selection for armor: 5c0e5edb86f77461f55ed1f7 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.398Z] warn: 	L'emplacement requis 'mod_muzzle' sur muzzle_pp-91-01_zmz_std_9x18pm, mod_muzzle était vide sur sptusec
[2024-06-15T13:27:20.398Z] warn: 	Arme 57f3c6bd24597738e730fa2f weapon_zmz_pp-91-01_9x18pm a été générée incorrectement, remplacement par un preset d'arme, voir erreur au-dessus
[2024-06-15T13:27:20.459Z] debug: 	Generated 15 sptUsec () normal bots
[2024-06-15T13:27:20.460Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.461Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.462Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.462Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.463Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.464Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.468Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.469Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.469Z] debug: 	No default: mod_reciever mod found on template: weapon_molot_akm_vpo_209_366_TKM and multiple items found in existing pool
[2024-06-15T13:27:20.608Z] debug: 	No default: mod_muzzle mod found on template: weapon_molot_op_sks_762x39 and multiple items found in existing pool
[2024-06-15T13:27:20.629Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_akms_762x39 and multiple items found in existing pool
[2024-06-15T13:27:20.670Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.670Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:20.691Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:20.734Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:20.734Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:20.734Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:20.801Z] debug: 	Generated 15 sptUsec () hard bots
[2024-06-15T13:27:20.802Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.803Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.803Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.804Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.805Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.805Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.806Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.807Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.807Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.808Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:20.808Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:21.469Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:21.568Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:21.714Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:21.774Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
